내용,평점,공감수,작성일
사전예약을 받고 서버 케릭 생성제한 걸어버리면 어떻게 하나요???,1.0,1,2020-2-12
패치 끝나더만 접속 하기만 하면 팅기네요 스트레스 ..,1.0,0,2020-1-21
재미있다고생각하는데 50부터 노가다입니다.. 무과금도 희망을가지는 게임으로 만들어주세요,4.0,1,2020-1-24
게임리닛지와흡사하네요좋와아쉬운점래벨시네버스수준나는더디네요,5.0,0,2020-2-25
여러게임을 해봤지만 빠른 태세전환과 이벤트 게임유저들이 원하는점 무과금유저들도 생각많이하시고 다른 게임이 고쳐야될점들을 거의 다 수정해가는 모습이 보기좋고 완성도가 매우높습니다 계속노력하신다고 고생 많으십니다 화이팅 힘내십쇼 감사합니다,5.0,0,2020-4-14
접속하는데 대기열에서 기다리다가 계속 튕겨요,3.0,0,2020-3-17
서버 폭주 될꺼 왜 오픈이냐 서버 늘려달라고,1.0,0,2020-2-11
점검 일주일에 세번 실화에요? 짜증나..진심,3.0,0,2020-3-20
접속해서 게임하다보면요 자꾸 접속 끈기는 형상이 자꾸 일어나네요,5.0,0,2020-2-5
영자님재밌는건 인정하는데 캐쉬코스튬좀만들어주세요 비키니로 ,5.0,0,2020-2-14
"개발자님 오늘 오후 갑자기 계정내 모든캐릭이 사라졌습니다. 넥슨 고객센터 연락처도 없고, 넥슨과 소통방법이 없네요. 길드에 캐릭터는 남아 있다고 하는데, 폰,pc접속해봐도 캐릭터는 사라지고없습니다.",1.0,1,2020-4-16
재밌내요 크게 돈도 들어가지 않고 적당한듯 하내요,5.0,0,2020-2-11
무과금들은 할수가없는게임.... 50찍으면 레벨업도 힘들고 그나마 퀘스트를 깨야지 좀수월한데 보스몹잡아야되는 퀘스트나오면 몇대맞고 도망다니면서 물약먹고 체력채워서 다시 싸우는짓 반복해야됨.... 그리고 캐릭터간에 밸런스도 너무 안맞고 뽑기는 진짜 거의 로또맞을 확률처럼 좋은거안나옴,1.0,1,2020-5-2
스토리 진행상황 재미있네요 시간가는줄 모르네요^^,5.0,0,2020-2-11
이겜은 진정쓰래기겜입니다.만든넘 돈에 눈이멀었으니 설치마시길,1.0,0,2020-2-18
게임 시작도못하게해놧네 시작이않됨 들어가면 팅김,1.0,0,2020-1-25
접속 자체가 되다가 튕기는데 이건 무슨경우인가요 하라는건지말라는건지,1.0,0,2020-2-5
돈슨게임 V4 곧 섭종한다! 아스텔리아 어쎄신캐릭터가 와 V4에서 생성 했냐? 아스텔리아 1년만에 섭종했듯이 V4도 곧 섭종 한다!,1.0,0,2020-4-14
풀보이스로 바뀐점좋고 기본그래픽도 좋은데 개인적으로 스킬이펙트가 너무 밋밋 했습니다 한참전에나온 트라하나 검사모와 타격감 및 이펙트에서 비교가돼서 레벨을 올리고싶은 욕구가 안생겼습니다,3.0,0,2020-6-2
서버가 혼잡래서 게임에 들어가지지가 않습니다,1.0,1,2020-2-11
14일 패치후 계속 팅김현상이 일어납니다 확인 부탁합니다,5.0,0,2020-2-14
"페블릿은 왜 다운 대기중만 뜨는건지,,, 짐 5시간째 머 이따우 겜이,,",1.0,0,2020-3-17
확률극악 소과금도 게임 못할지경 갈수로 최악이네,1.0,0,2020-3-18
워로드 상향좀.. 원거리들땜에 잡지도못함,4.0,0,2020-3-12
노트8은 왜 할수가없는거죠...다운 다받고 접속하면 계속팅겨요...사양이 더 높은 모게임은 잘되던데 얜 왜 안되는걸까요...산지 얼마나됬다고 또 새폰을 사야 할 수 있는 게임인가요...접속조건이뭡니까..,1.0,0,2020-4-6
네이버어이디로 연동중인데 갤럭시에서 아이폰으로 기기변경해도 계정은 계속쓸수있죠?,5.0,0,2020-4-19
패치다받고 겜팅기더니 겜 실행 12초만에 계속 팅김 반복됨,1.0,0,2020-2-6
말이 필료없는 게임 직접경험 하지안으면 논하지말라,5.0,0,2020-2-11
라츠 2섭 유저입니다 이번에 통합되면서 호버 섭으로 가게 되었는데 출석부 초기화 되었던데 이점 변경 부탁 드립니다,1.0,0,2020-4-9
쓰레기게임. 업데이트할때마다 재설치해야됨.^^ 정의되지않은오류도 있고. 돈만받아처먹고 일은안하는회사. 물론 과금유도 일은 탑클래스^^,1.0,0,2020-6-16
"배경이나, 몹들의 개성미, 타격감, 케릭터역시 나쁘지 않고 좋습니다만! 보스필드에서 보스를 잡는 데 하루 한번 기회는 너무 한거 아닌 가요? 그리고 보스 밑에 몹 역시 너무 적게 나와서 이것도 날 새도 2개3개를 채울가? 이 게임을 왜 해야 되거지? 라는 생각이들어 자신에게 되뭇게 되네요! 이런면에서 조금 많이 답답해요. 더 좋은게임을 만들어주실 것을 기대하며 조금 더 발전 하시기를 바라는 마음에서 작은 의견 하나 남깊니다....",3.0,0,2020-2-4
대기순서가 없겠죠 해주세요 출석을못하찮아요,2.0,0,2020-2-12
"단도직입적으로 그냥 잠옵니다. 재미없고 지루해요. 유저 자유도 없고 현질에 올인한 정말 흔해빠진 양산형 rpg입니다. 운영 부분도 개판이라 점입가경이고 장관이고 절경입니다. 넥슨 기대작이라고요? 넥슨이 아무리 유저들에게 '넥슨이 넥슨한다'라는 애증 어린 원망을 종종 듣는다해도 국내 게임계에서는 꽤 큰 곳 아닌가요. 진심으로 대작이라 생각해서 대작 키워드 내걸고 홍보하십니까? 솔직히 넥슨 이란 단어 안 보이면 넥슨에서 만든지도 모르겠네요. 애초에 넥슨 자체한테 기대치도 거의 없지만 완성도, 스토리, 재미, 운영, 최적화 등 모든 부문...",1.0,1,2020-1-1
결제취소는 됬는대 환불은 언제 처리되나요?,3.0,0,2020-4-8
핵꿀잼..이주만에 투력 12만 찍고 여러컨테츠 즐기는데 아직 질리질 않네요.. 모바일 알피지중에 이게 갑이네요,5.0,0,2020-2-28
rpg게임만의 특징도 재미를 느낄수있는 포인트도 없는 게임. 육성하는 재미? 없다. 직업마다 구분도 없고 상성도 없고 그냥 원거리냐 근거리냐 차이. 현질 많이 한 사람이 제일 단단하고 제일 공격력 쎄고 제일 빠르고. 컨트롤 재미? 없다. 이게임에선 연계플레이란게 존재하지 않는다. 스킬들이 다 제각각이다. 모션만 화려하다. 대충 자동사냥만 생각하고 만든게 팍 느껴진다. pvp ? 없다. 직업적 특성도 없고 스킬도 제각각인데 pvp가 재미있을리가. 그냥 현질 많이한 사람이 오토돌리면 무조건 이긴다. 아이템 얻는 재미? 없다. 저랩 사냥...,1.0,1,2020-1-31
뭔대기열기다리는데자꾸팅기냐고요 장난하나진짜 하라는거야말라는거야아욕나오네,1.0,0,2020-2-12
아이디중복이라고 케릭생성이안되네요 다해봤는데 겜을할수가없네요,1.0,0,2020-4-12
그래픽 좋고 성우들 귀여워요! 스킬도 어느 정도 보는 맛이 있구요  자동 사냥도 스토리 넘기는 것만 내가 하고 나머진 다 자동이라 편합니다. 다만 글씨가 너무 작아요... 제가 노트10+를 쓰는데 너무 안 보이네요... 글씨 크기 조절이 필요한 것 같아요. 그리고 사냥 중에도 그냥 보기만 하면 지루할 수 있으니까 콤보가 쌓이면 버튼 눌러서 더 쎈 스킬이 나가게 한다거나 피하기 버튼이 가끔 떠서 눌러준다거나 하는 것도 좋을 것 같아요. 물론 안 눌렀을 때 너무 페널티가 주어지면 안 되겠지만? 아니면 자동 이동할 때 뭔가 시원시원한...,3.0,0,2020-2-6
"70레벨까지 어캐든 찍어보고 브렐란 장비 풀로 맞추고 해도 발전이 없음, 애초에 과금 유도가 심각함 무과금들은 그냥 하루종일 자동돌리는거 밖에 할게 없는데 그마저도 투력보다 낮은곳을 돌아야해서 남들처럼 좋은 템 드랍되는 장소에서의 자사는 꿈도못꿈",1.0,0,2020-5-15
자꾸로딩뜨다가 자꾸팅겨요.. 왜그런지 해결해주세요,1.0,0,2020-2-13
나오자마자 시작한 유저로서 완성도없이 나온 겜이라고 생각됀다.그래픽하나 괜찮고 그래서 타격감도 좋다. 그게 다다. 스토리가 그닥재미없으며 돈쓸만한곳도 탈것이나 강화가 다다. 코스튬이나 갑옷이 다양하지않아 룩딸을 좋아하는 내겐 비효율적인겜이었다.,1.0,2,2020-1-16
재밋어요 근데현질아무리해도영웅탈것너무안주는거같네요,4.0,1,2020-3-17
너무 그래픽 스토리 전개 너무 좋습니다,5.0,0,2020-1-23
현존하는 게임 중 으뜸??? 근데 직딩들에게 현질이 필요한 겜....,5.0,1,2020-2-11
갑자기 게이미 먹통이됨 지웠다 다시깔아도 먹통임,1.0,0,2020-5-21
무과금도 충분히 즐기면서 잼나게 즐길수 있음,5.0,0,2020-1-31
개발자님 12월 18일날 저도 모르는 사이에 총 5건에 유료 결제가 되었던 사실을 안지가 얼마 안됐습니다. 근데 이날은 군입대를 하고나서 3일이 지난 날이라서 핸드폰을 가지고 있지 않은 저로서는 결제를 할수가 없었습니다. 근데 결제 되었던 금액이 작지 않은 총 473000원입니다. 진짜 결제한 뒤로 게임을 한번도 안해서 쓴거는 없습니다. 활불 할수있도록 많은 도움 부탁 드립니다. 절박합니다.,3.0,0,2020-3-24
다 좋은데 신섭 접하기가 무슨... 섭 오픈한지가 언제인데 대기가 기본 150 에 주말을 300이상 대기는 기본이네요 아 할맛 아나네요 이럴꺼면 신섭 오픈 하질 말던가요 기존 섭은 바로 저하드만 쩝,1.0,0,2020-3-8
게임하다가빡쳐서장비강화하다가다터졋는데복구할수없슴?,4.0,0,2020-3-18
"V4의 장점은 짜임새있는 구성으로 설계 되어있는 전투력 성장게임이다. 과금 대비 시간을 소비하는 노가다 유저도 충분히 이해 하고 수긍 가능한 성장으로 과금한 유저와 경쟁할수 있을 정도의 균형감을 갖추고 있다. 그러나 아쉬운점은 치우친 전투력성장 설계로 뻔한 세계관으로 독창적인 설정또한 없다 그러한 영향으로 설렘과 기대되는 모험이 전혀없다. 스토리 상황에 맞게 게임이 진행되어가는 과정은 그저 사냥사냥. 최근 업뎃되고 어마무시하게 상승된 사냥지도의 전투력을 보면서 다시금 전투력 올리려고 생각하니 다람쥐가 쳇바퀴 돌리듯, 내가 다람쥐다람...",5.0,1,2020-1-24
신섭 오픈해놓고 생성제한 걸어놓는건 뭐하는 장애짓인지 모르겠네 하지말라는걸로 알면되겠네 더 늘리던거해서 유저를 만족시켜야지 하여튼 돈만 밝히는것들 어떻게 해가 바뀌어도 변하질않냐 대단하다,1.0,0,2020-2-12
처음에 오픈할때하고 좀 안하다가 다시하려는데 왜 케릭이없나요?,1.0,0,2020-2-4
신섭으로 몰릴거 알고잇었으면 서버 수용 인원을 미리 늘려줘야지 하로종일 대기라 들어갈려다 그냥 꺼버립니다,1.0,0,2020-2-16
미래를위한계획 깨도깨도 다시 시작돼는이유가원가요,4.0,0,2020-2-20
독제정권 전두환게임 카마오스3섭구더기기생충 부처고모 기생충길드 정말 구더기 v4 조만간 망하길 빌고빌고 망한다에 비나이다,1.0,0,2020-3-11
과금유저들이 제일 중요한건 알겠지만 너무 과한듯함,1.0,2,2020-3-31
해킹당했습니다. 3월 31일에 33000원과 110000원이 저도 모르게 결제되었습니다. V4에 캐릭터도 생성되지 않았는데 말입니다. 환불부탁드립니다.,1.0,0,2020-4-12
V4 PC 버전으로 하려는데 홈페이지가 안 뜨네요. 왜 안 뜨는지 알려 주세요. 답변 기다리고 있겠습니다. 그럼 수고하세요.,5.0,0,2020-4-20
무과금도 어느정도 즐길만한 게임입니다.,5.0,0,2020-1-21
게임내 현질러들이 만든 1위 길드에서 좋은 템을 얻을수 있는 필드와 필드네임드 같은 몹을 못잡게 통제하는 게임임. 이걸로 따지거나 통제한 부분을 어긴 사람이 속한 길드를 막피로 박살내겠다고 협박하고 꼬우면 현질하든지 라는 핀잔을 듣는 게임. 운영자들은 현질러 눈치본다고 암말 못함,1.0,1,2020-2-12
실수로 구매한 결제한 내역이 있어 문의 드리려고 합니다 어디로 문의 드리면 되나요?,5.0,0,2020-3-16
4월10일 새벽2시경에 149600원 자동결제관련으로 환불요청합니다... 어플이 설치되어있지도 않았는데 갑자기 아침에 일아나보니 결제되었어요.. 답변부탁드립니다..!,2.0,0,2020-5-7
그래픽 재미 둘다 좋으나 현질유도 진짜 개 쩜. 강화확률 극악. 겨우겨우 강화 한거 파괴되고 노잼됨. 그렇다고 넥슨에 더 이상 돈쓰고 싶은 생각도 없음... 재밌을뻔 함. 댓글 남기면 바뀌지도 않을거면서 죄송하다고 말뿐  다른 운영사도 마찬가지겠지만.,1.0,0,2020-3-6
전설 뽑기 10번하면 검은색만 10번 나옴 파란색 안바라는데 못해도 초록색은 나와야하는거 아닌가?,1.0,0,2020-3-24
V4오늘 업데이트 이후 업데이트 파일 다운이 되지않고 계속 팅김 지우고 다시 설치후 실행파일다운중 알수없는 정의 오류 라고 뜨고 팅김 게선해주세요 게임을 못하고있어요 낙이 없어요,1.0,1,2020-4-28
여정을 준비중이라면서 무한로딩...어제다운받고 한번했는데 짜증나서 지움..그리고 스토리가 너무뻔하고 재미없음 넥슨답지않음. 그리고 그래픽이나 디자인도 너무 신경안쓰고 그동안쓰던 소스 그냥쓴게 너무보임...물약디자인이 무슨 2000년대 초반 알피지 물약인줄..추억소환을 노렸다면 성공,1.0,0,2020-2-25
재미있음. 할맘함. 해보시요. 무과금으로 70렙. 달성,5.0,0,2020-2-14
"최근까지 나온 게임과 컨텐츠 자체가 다르진 않지만, 작은것 하나하나 섬세하게 신경쓴 티가 딱 묻어난다. 진행하면서 지루함도 덜하고 특히나 정말로 신경써서 만들었다는 느낌이 여러군데에서 느껴짐. 특히나 설치만으로 pc와 연동된다는 점이 정말 혁신적이다. 개발자들에게 극찬의 박수를 보낸다.",5.0,8,2020-1-13
신규유저 일주일 동안 플레이 해보고 졈습니다. 게임 출시한지 2개월 됐죠 거의 고인물 게임입니다. 신규 유자 입장에서 출시 했을때 시작했던 사랑들과 시작점이 많이 다릅니다 리세마라할 기회도 이젠 없고 무엇보다 고인물 유저들이 이유없이 족이고 다니면 그냥 손가락만 빨아야되요 현질로 갭을 매꾸려면 얼마나 필요할지 고인물들이 갈아넣은 시간은 어떻게 따라갈수도 없는건데 이유없는 묻지마 pk진짜 삭막하고 온갖욕설 패드립에 왜 게임하면서 이렇게 간접적으로 감정 소모를 해야하는지 모르겠어서 걍 겜 삭제함 업데이트 방향도 신규 유입보단 기존 고인...,1.0,0,2020-1-16
허구헌날업데이트재미없어지고있음짜증나시간대를변경하는게좋을듯,1.0,0,2020-1-23
55부터 랩절대안오르구 할만한게임 찾앗다 싶엇는데 업뎃만겁나 하면모하노 소과금은 죽으라는 소린가...,3.0,0,2020-1-30
신규서버 사전예약하게하고 뒷통수로 생성제한 머하자는건지,1.0,0,2020-2-12
게임은 정말 재밌습니다.. 오픈때부터 2달 동안 열심히 키우던 계정이 해킹당해서 장비+영혼석이 다 사라졌습니다.. 복구좀 해주세요... 하.. 2달동안 하루도 안빠지고 노력하면서 키운건데.. 해킹당해서 한순간에 다 날라갔습니다..,5.0,9,2020-1-5
양산형 모바일 RPG. 게임 좀 해보려고 했는데 제가 5시간동안 한 거라곤 보상 수령/맵 구경뿐이었습니다. 자동사냥하는 캐릭터 구경만 하다가 인내심에 한계가 와서 그만 삭제합니다. 아재들은 좋아하실 만하겠네요.,2.0,0,2020-2-20
서버정검좀 모금만 부탁드림니다 게임하기 힘드니다..,4.0,0,2020-3-31
잼있어용  이벤트좀 더하면 짱일듯!!!,5.0,0,2020-4-28
"Note 8 기기로 사용하고 있는 유저입니다. 한동안 게임을 들어가지않고 오랜만에 들어가게 되었는데요, 최근 업데이트 이후로 캐릭터 선택부터 플레이에 전반적으로 화면이 깔끔히 출력되지않고 그래픽이 눈으로 보여지는부분에서 이전단계 플레이의 전반적 출력이 실시간 플레이 출력화면과 겹치는 버퍼 현상같은 현상이 일어나서 정상적인 플레이가 힘듭니다. 퀘스트나 다른 조작은 정상적으로 되는것으로 봐선 화면 출력에만 문제점이 보여지는 거 같습니다. 순단현상이라고 하기엔 다른앱들을 실행할때는 순단현상이라 볼수 있는 현상들은 전혀 없는데 이 게임을 ...",3.0,7,2020-1-21
"운영이나 잘하세요 사기치나 충전하니까 팅기고,접속이안되냐",1.0,0,2020-2-11
아니 18장난하나 게시글왜삭제하는데 ...접속도안되는겜처만들어가 데이터 뽈가묵는것들아 겜걍접어 게시글지우지마라 디진다,1.0,0,2020-2-16
조아요잼있음 쿠폰없서 아쉽지만 그리고 카마 생성 안돼요-..-,5.0,0,2020-2-12
대기하는건 그렇다치고 너무 튕기는것 같아요,1.0,0,2020-2-25
접는유저들생기고있는데 파티던전이나 다양한시간대에 필보젠이라던 셋템드랍이라던지 새로운컨텐츠 내놓아야겠습니다 .반복적인도감작업으로 지루합니다 한번떠난유저는안돌아옵니다 신규유입도 업뎃한다고해도 없거나 적을테고요 소잃고외양간고치는격입니다,3.0,0,2020-3-20
업데이트 눌러도 왜안됨?? 이거 기다리는게임??,1.0,0,2020-4-28
이 게임은 무과금은 힘든 게임입니다 그러므로 무과금은 래벨업도 힘들게 해주시고 장비강화도 만번에 한번되게 해주시고 무과금은 모든게 힘들게 해주시고 PK도 무과금은 금방 죽게 해주세요,1.0,0,2020-5-28
"어제부터 갑자기 그래픽 깨짐현상일어남 재접,삭제 후 다시깔아도 계속 깨짐 접속하는데 시간 오래걸리거나 접속안됨 이리저리 검색해보니 폰 기종 상관없이 패치 이후 이런 현상 발생중... 메뉴 - 설정 - 고객센터 접속안됨 이런글 적어봐야 또 복+붙 들어가지지도 않는 고객선터에 문의 하라하겠지 ",1.0,0,2020-1-17
이번 업데이트 아처 너무 이쁘게 나와서 접으려다가 다시 잘 하고 있습니다. 후기는 무과금 유저분들을 위한 시스템들은 상당히 많습니다. 한계가 있긴해서 힘들긴 하지만 노력만 하면 할만한 게임이라고 봅니다.,4.0,0,2020-2-12
갓겜입니다 현질을 하고 싶어도 못해요 피씨버전 유저인데 충전을 누르면 피씨버전은 사용할수 없다고 뜹니다 신섭인데 폰접해서 현질 하려면 대기열 3시간 걸리는데 중간중간 잘도 팅겨서 포기하게 만들죠  메인폰으로 짬짬히 하고 싶은 분들은 구섭가서 조금하다 맛만보고 접으시구요 컴에 켜놓고 잽싸게 폰으로 접하면 대기열? 있어요 빠르게 포기하고 즐기세요 돈 못버는 방법도 가지가지인 게임 입니다,1.0,0,2020-2-12
아니 스토어에서 설치 하라고 해서 다시 설치할려고 하는데 설치는 되지도 않고 휴대폰 문제는 당연히 아니고 로그인 못해서 혜택도 못받게 되고 이거 뭐 어쩌란겁니까 보상 해주지도 않으실꺼잖아요  이런식으로 반복되니까 정말 짜증이나네요 합리적인 보상을 해주던가 해주세요 이게 뭡니까,1.0,1,2020-1-22
고랩이 사냥터 통제함 .자기욕한 길드 유저 막죽임 ..적대걸고 죽여도 패널티 없음 ..죽은자가 패널티받음..유저 떠나가는중..망섭 다수 .뽑기 확률 극악 현질해서 뽑으면 최하급 합성하면 최하급 세개가 최하급 하나로 되는 기적의 논리 돈써도 투력 안오르고..중국게임 보다 못한 도박 게임.. 운영자 양반 본인 돈주고 소환수 뽑기해봐요..오만원이 최하급 으로나와 합성 한 순간 하나된 허연거 보면 기분이 어떨지.요?..하지 마세요..다른거하세요..,1.0,82,2020-1-5
무과금으로 즐기기에 적당한게임... .,5.0,0,2020-3-24
저도 오늘 오전에 카드결제 11만원 시도했고 나중엔 33000원 결제되어 또 결제시도 하는 문자가와서 당황스럽네요 이거 환불안되나요?,1.0,1,2020-4-29
과금러만위한 이벤트 템파밍 아이템차이 당연 과금 무과금과의 템차이는있지만 중간이없음 벌레는그냥벌레고 이벤트같은거 꿈도못꿈,1.0,0,2020-6-2
적당히 광고해 랑쯔가 금손이다 랑쯔는 가야지 아우 진짜 광고 멈추라고,1.0,1,2020-6-10
"채팅버그 좀 고쳐달라고 몇번이고 스샷해서 문의를 했는데 왜 수정해주지 않는거죠??유저들 과금에만 신경 쓰는겁니까?무슨 문제가 생겨서 문의를 하면 수정해주고 해결을 해줘야지, 채팅버그 때문에 월드 채팅이고 길드 채팅이고 제대로 읽을수가 없다고요 짜증나서 해먹을수가 없네 길드원들도 채팅 버그때문에 소통이 제대로 안된다하는데 이정도면 수정을 해줘야되는거 아닌가요?아 스트레스 받네",1.0,22,2020-1-3
정말 재밌어요! 하지만 몽환의 틈처럼 특정던전가면 레벨 높은 사람들이 활기치니까 초반에 파밍하는것이 좀 어려울것같네요? 그냥 단순한 제 생각이지만 한번 고려해주셨으면 합니다.,4.0,0,2020-1-24
저도 다른사람들처럼 청소년 게임불가 화면 뜨고 바로 게임이 꺼지네요 계속 데이터삭제까지 해보고 캐시삭제까지 해봤는데도 안켜지는건 뭔가 문제가있는것같네요 다른유저들한테도 문제가 있었던것같은데 해결방법좀 알려주세요,1.0,0,2020-2-8
처음엔 광고 그리고 유틉브로통해 스킬이 멋있고 해서 시작한 게임 그러나 고급 영웅스킬은 특정조건을 완료해야만 얻을수있고 고과금 들만 얻을수 있게 해놔서 아쉽네요 광고에 속아서 겜 한 느낌 밖에 안드네요 그 외 그래픽은 맘에 듭니,3.0,0,2020-2-11
자유경제 시스템으로 인한 상위 길드의 독점하는 상황이고 한유저가 다수의 아이디를 생산 독점으로 사냥 대항해시대 온라인을 따라가고 있습니다.이러한 상황에 새로시작한 유저들은 사냥도 못하고 사냥을 하면 지속적으로 상위연맹의 공격 많은 유저들이 해결해 달라고 해도 운영진들은 해결을 안하고 해결은 안해주면서 현질도 많이 요구하고 현질을 많이 하는 사람도 아이템 확률 매우 나추어놓았고 초반에 기대했던 게임을 떠나 지금은 망하고 있는거 같아 운영진들 보라고 이렇게 글을 남깁니다.,1.0,1,2020-3-29
게스트 계정으로 게임중인데 이번 업뎃후에 살행시 로딩중에 계속 팅깁니다. 이거 재설치해도 게스트계정이 남아있나요?,3.0,0,2020-4-14
"설문조사 해본들 대체 변화가있는지 정기점검,긴급점검 해본들 느답없고,악성적인팅김, 모든컨텐츠는 퇴보하고 늘어나는건 한숨뿐이니,,,",1.0,1,2020-4-28
게임하다보면템도좋은걸써야대지만거래소는너무터무니없이비싸게만올린다고하며루가헌질해서살가무과금유저들도좋은템슬필요가있다고볼수있다 이건집고가야댄다수정할필요도있고.,1.0,0,2020-5-3
신버서를 더많이 만들더가 딸랑 3개 만들러서 오라지게 기다리고 진짜루 별하나도 아까운 게임,1.0,1,2020-2-11
1점도아까움 플레이를 하고싶을때 못하는게 말이나 되는 서비스인가요?,1.0,0,2020-3-18
만족하긴하는데 아무리 탈것을 질러도 보라색이안나옴.... 현질은 하지마세요 망하는 지름길이네요........,5.0,0,2020-3-24
게임은 잼있고 괜찮습니다 그러나 힘들게 장비를 구해서 강화를 하면 템이 날라가는데 그거를 안날라가게 하려면 유료 템을 구매해서 하라는건데 가격이 싼거도 아니고 템은 깨지지안케해주시던지요 넘하네요 ..,1.0,0,2020-1-2
게임은 재밌게 잘즐기고 있으나 전투력 9만대에서 재밌게 즐길만한거리가 없네요.. pvp를 하기에는 전투력이 너무딸려서 어디에 비비지도 못하고 그렇다고 사냥만하자기엔 직접 손으로 하는게없어서 심심하고.. 골드는 모자라기만해서 몽환의틈으로 수급하고 사냥하는데 드는 포션값으로 다나가는데 계속 사냥사냥사냥만 하자니 너무 지루해져요.. 자동사냥시스템도 좋지만 다른 게임처럼 직접손으로 컨트롤할 pvp나 던전형 보스잡는 컨텐츠나 다른 즐길거리가 필요합니다..  필드보스는 그시간대에 접속도 못하는사람한테는 너무 즐기지도 못하는 컨텐츠입니다.. ...,4.0,11,2020-1-12
솔직히 너무 지루해요 게임이 아침에일어나서 게임을키면 할거라곤 자동사냥 파티 이거 왜있는지 1도모르겠음 해봤자 파티해서 토벌 <<이것도 어짜피 자동사냥 게임을켜놓고 보질않게됨 파티던전같은게있음좋겠는데 지금마땅히 할게임이없어서 하고는있지만 새로운게임생기면 고민1도없이 갈듯.. 좀 다양한컨텐츠좀만들어주세요 솔직히 게임 잘만든거같아요 요즘 영웅템도 잘나오고 전투력도 잘올라가긴하지만 전투력올려봤자 뭐해요 할게없는데 자동사냥 바케 ... 게임나오고 지금까지 돈도 좀쓰면서 키웠는데 점점 접률이 낮아지네요 컨텐츠좀 더만들어주세요..,1.0,6,2020-1-12
폰팅김으로 게임이 접속이 안되나요 해결좀 해주세요,4.0,0,2020-2-3
사전예약했는데 아직 문자받지를못했습니다,1.0,0,2020-2-14
와우 모처럼 재미나게 게임 즐기네요 추천랍니다,5.0,0,2020-3-24
팝업모드에 터치가안되던데 수정좀해주세요,4.0,0,2020-1-31
네이버아이디 로그인 안되는거 해결해주세요,1.0,0,2020-2-11
2기기를 다운받았는데 실행이 안되요. 바로 꺼져버리네요.,1.0,0,2020-2-21
알수없는 경로로 계정이 해킹당해 결제가 되어있습니다. 승인도 없이 결제가 되어있는데 어떻게 된 영문인지 모르겠네요. 빠른 시일내로 환불이 진행될 수 있으면 좋겠습니다.,5.0,0,2020-3-8
깔고 나서 다음부터는 패치가 있는데 사용할수 없다고 뜨네요 장난침? 겜을 만들더라도 재대로 처만들던가 안줄려고 하다가 1개준다,1.0,0,2020-4-7
다운이 디져도안되네. 아니 다운이 어찌 계속 -가되냐고....,1.0,0,2020-1-27
이겜의 문제는 과금이 아니면 성장의 기회도 없다는거 위쪽애들이 오지게 통제하고 통제 없다해도 오지게 쌘거아니면 잼도 못벌고 위쪽애들이 네임드 잡아서 번 잼을 비싸게 주고 사야함,1.0,2,2020-4-29
사낭하는대 와이파이 정상이였고.. 값자기 네트워크 문제가 발생하여서 연결끊깁니다. 보스 봅잡는대.. 멈추다 연결되면 피가 몆백씩 달고있었고.. 답이 없는게 최적화가 그지인게 최하옵션이여도..랙 검나게 걸려서 욕나올것같음. 여기서 별하나 주기 아까운 게임이다 평가를드리고 싶어지네요..업데이트 발로하셨는지 답없고 돈독오른건지 뽑기시스탬 확률거지고. 결론부터 말하자면 시스탬이 불친절한것같음,1.0,45,2020-1-5
출시때 부터 계속하고있는데 휴대폰게임으로 이정도로 잘만든게임이 또있을까싶네요,5.0,0,2020-2-11
갑자기 제 계좌에 v4앱으로 50만원 정도의 돈이 결제되어있길래 댓글드립니다 저는 그 이전에 v4앱을 설치하지도 않았으며 결제를 한 기억도 없습니다. 50만원 정도의 돈이 없어진걸 깨달은 후 구매내역을 보니 v4앱으로 결제가 되어있었습니다. 이 사건에 대해 알아봐주시고 환불을 요청합니다,1.0,8,2020-1-19
좋은 게임으로 발전하기를 바랍니다 장비 복구 이벤트가 안되네요,4.0,1,2020-2-14
이게임 하고싶은디 접속이 안돼고 계속 팅기네 어이없네,1.0,0,2020-2-11
V4 솔직히 처음엔 별로다 생각했었는데... 막상해보니까 정말 게임 재미있게 잘만드셨고 게임 만드느라 고생많겠습니다 게임 머 하지 했었지만 덕분에 즐거운 Play 하고있습니다 정말 고맙습니다(^^)/,5.0,1,2020-1-19
과금게임 현질 적당히도 아니고 어마무시하게 쏟아 부어야 가능한게임 넥슨게임이 다 그렇듯이 렉 팅김 등등 짜증 나게 만드는건 덤 그래픽은 보통은 되나 게임자체는 재미가없고 재미를 붙힐수도 없고 모바일 게임 오래 했지만 이게임 만큼 정이 안가는 게임 해본적이,1.0,0,2020-3-1
좀더두고 봐야겠지만 할만합니다 어쩌면 대박날수 있어요!,5.0,0,2020-3-17
업데이트 이후 정의되지 않는오류 뜨고 접속 아니되네요!! 어케좀해주시죠?,1.0,0,2020-6-16
안녕하세요 제가 얼마전부터 모바일로 게임 실행하려고 하면 그 V4 로고가 한 5초정도 뜨다가 다음으로 안넘어가고 바탕화면으로 나가지던데 이게 무슨 문제가 있는건가요??,3.0,2,2020-1-22
재밌다. 재미있는데... 2월부터 폴란드 츌장중이라 못하고 있음...접속 왜 막아둔거임 ,4.0,1,2020-5-30
